Time,Region,UserName,ETSMember,ETSServiceAuto,ETSQuestionAuto,AnswerHit,ETSQuesionManual,UserSays,UserSaysLower,JARVISAnswerKB,KBpageId,KBurl,KBWikiPosition,JARVISAnswerForm,SessionId
2020-08-17T18:40:01.466246Z,PH,,,,,,,logmein,logmein,,,,,,16c81eef-7a47-4d41-843b-51c2b8bb5561
2020-08-17T18:51:54.624658Z,NABU,,,,,,,dl modification,dl modification,,,,,,98804a5b-8ecb-4830-9021-54eca7960cb0
2020-08-17T18:51:55.981012Z,NABU,,,,,,,Modify member from a existing DL,modify member from a existing dl,NABU Mobile Phone,374902470,,,374902470,98804a5b-8ecb-4830-9021-54eca7960cb0
2020-08-17T18:55:47.167574Z,NABU,,,,,,,RTL,rtl,,,,,,63d4c2f4-f805-4c09-9c64-663914a9efa1
2020-08-17T19:00:12.420351Z,NABU,,,,,,,attk collect,attk collect,,,,,,63d4c2f4-f805-4c09-9c64-663914a9efa1
2020-08-17T19:16:13.952334Z,NABU,,,,,,,RTL access,rtl access,OneDrive: How to copy/move folders/files between users on OneDrive,157525286,,,157525286,29b92abb-6d1a-41de-a3bb-f0efde4ba19e
2020-08-17T19:29:58.170511Z,NABU,,,,,,,phishinsight,phishinsight,Phish Insight Info,386338212,,,386338212,e25a50d9-4564-4eca-9c78-8e1c07ce9d1b
2020-08-17T19:30:11.301459Z,NABU,,,,,,,phish insight,phish insight,Email Policies,636120114,,,636120114,e25a50d9-4564-4eca-9c78-8e1c07ce9d1b
2020-08-17T19:31:50.458043Z,NABU,,,,,,,"Active
Directory Federation Services (ADFS) for third party apps","active
directory federation services (adfs) for third party apps",How to Open a Support Case,679394542,,,679394542,0b9b2740-2b9d-4234-9597-3144f66bea5a
2020-08-17T19:33:00.702931Z,NABU,,,,,,,Active Directory Federation Services (ADFS) for third party apps,active directory federation services (adfs) for third party apps,How to Open a Support Case,679394542,,,679394542,49660f9c-7fb3-4a57-97a3-7533600ea0ff
2020-08-17T19:33:48.674836Z,NABU,,,,,,,Active Directory Federation Services (ADFS) for third party apps,active directory federation services (adfs) for third party apps,How to Open a Support Case,679394542,,,679394542,49660f9c-7fb3-4a57-97a3-7533600ea0ff
2020-08-17T19:35:27.847301Z,NABU,,,,,,,verify AD integration for third party apps,verify ad integration for third party apps,Office 365 FAQ,683421415,,,683421415,49660f9c-7fb3-4a57-97a3-7533600ea0ff
2020-08-17T19:37:44.48916Z,NABU,,,,,,,verify AD integration for third party apps,verify ad integration for third party apps,Office 365 FAQ,683421415,,,683421415,49660f9c-7fb3-4a57-97a3-7533600ea0ff
2020-08-17T19:38:07.527538Z,NABU,,,,,,,file a case,file a case,How to Open a Support Case,679394542,,,679394542,49660f9c-7fb3-4a57-97a3-7533600ea0ff
2020-08-17T19:42:45.954855Z,NABU,,,,,,,hi,hi,,,,,,ae77e13e-5344-4ab6-b5d7-fc14de80ce81
2020-08-17T19:42:52.27006Z,NABU,,,,,,,hi,hi,,,,,,ae77e13e-5344-4ab6-b5d7-fc14de80ce81
2020-08-17T19:43:43.259097Z,PH,,,,,,,deep security help center,deep security help center,How Do I Download a Large File,21266697,,,21266697,6e6277b2-7c0c-4aa3-9d8a-7e3a8310c287
2020-08-17T19:44:07.088958Z,PH,,,,,,,deep security help center,deep security help center,,,,,,6e6277b2-7c0c-4aa3-9d8a-7e3a8310c287
2020-08-17T19:44:07.70842Z,PH,,,,,,,Transfer DL to new owner,transfer dl to new owner,How to Request for a Port Configuration?,21266679,,,21266679,6e6277b2-7c0c-4aa3-9d8a-7e3a8310c287
2020-08-17T19:46:06.615847Z,PH,,,,,,,deep security help center,deep security help center,How Do I Download a Large File,21266697,,,21266697,a7e000bd-df2d-4253-be33-edc4a94bc151
2020-08-17T19:48:32.013235Z,NABU,,,,,,,salesÂ  and marketing tools,salesÂ  and marketing tools,Sales Hub Info,386338253,,,386338253,357185c1-6fea-4589-8010-58eb0f0cd110
2020-08-17T19:51:52.464307Z,NABU,,,,,,,file a case about a sales & marketing tool,file a case about a sales & marketing tool,How to Open a Support Case,679394542,,,679394542,96ae345b-49cc-438b-ac8a-8d7cfc2166ba
2020-08-17T19:54:03.99862Z,NABU,,,,,,,id like to file a case about a sales application,id like to file a case about a sales application,How to Open a Support Case,679394542,,,679394542,031e76e7-27ca-4550-8811-907dab6caa75
2020-08-17T22:20:09.076534Z,PH,,,,,,,support portal,support portal,Global IT Contact Info,355647377,,,355647377,2534adea-fa02-4914-b70f-eb70d5408fcc
2020-08-17T22:24:20.269427Z,PH,,,,,,,business support portal,business support portal,,,,,,95886bd4-9822-4375-80f5-99f57dbd8216
2020-08-17T22:36:53.489287Z,NABU,,,,,,,chrome river,chrome river,Global IT Contact Info,355647377,,,355647377,55b81cd1-e12a-4552-92c7-a108a0e48d28
2020-08-17T22:42:26.695804Z,NABU,,,,,,,chrome river,chrome river,Global IT Contact Info,355647377,,,355647377,9cf7afaa-1a69-41ea-ba1b-88ed26bded4a
2020-08-17T23:11:50.761212Z,JP,,,,,,,service cloud,service cloud,CDC ETS infra handbook,583540670,https://wiki.jarvis.trendmicro.com/display/ETSKF/CDC+ETS+infra+handbook,Services->Lab Service->CDC Lab Service->CDC ETS infra handbook,583540670,6fdf2ca4-f0e1-4dd7-bdfb-ad80cc34d6d7
2020-08-17T23:13:18.06226Z,NABU,,,,,,,adfs sso,adfs sso,Password Policies,636120120,,,636120120,7fa6cbe0-718a-44e5-a38e-b4aa11d596e2
2020-08-17T23:14:06.155574Z,TW,,,,,,,MAD team,mad team,Global IT Contact Info,355647377,,,355647377,c12856f9-3861-4334-8cbd-5a949612ff26
2020-08-17T23:14:14.3575Z,TW,,,,,,,GISS,giss,,,,,,c12856f9-3861-4334-8cbd-5a949612ff26
2020-08-17T23:23:12.451304Z,PH,,,,,,,salesforce knowledge,salesforce knowledge,Sales Hub Info,386338253,,,386338253,647f3664-f7a8-48c4-9c68-1fa8a5691f5d
2020-08-17T23:28:44.080174Z,PH,,,,,,,modify dl,modify dl,Updating Global Address Book,21266655,,,21266655,b816834a-6227-426e-bc2c-e9818af2fb7c
2020-08-17T23:50:26.389252Z,APAC,,,,,,,distribution list,distribution list,How To Create New Distribution List or Contact Group in Outlook 2010 Profile,21266704,,,21266704,804b748d-b8be-4b8e-a558-2688bbbeed6e
2020-08-17T23:55:02.238449Z,NABU,,,,,,,wiki,wiki,JARVIS Concierge: How Can I add new Acronym for JARVIS?,86533544,,,86533544,de6b0ac4-a1f2-410a-a32d-5381a7ad8002
2020-08-18T00:26:29.201995Z,JP,,,,,,,akamai,akamai,Akamai Service Info,370936165,,,370936165,0eaf6879-b8cf-44a5-8633-2d816760b1f0
2020-08-18T00:50:11.418267Z,JP,,,,,,,EUDB,eudb,JP EUDB query,370936591,,,370936591,36470527-ef21-4e9d-ab09-e265bab267db
2020-08-18T00:58:32.59964Z,TW,,,,,,,TMC,tmc,,,,,,85470ab8-3f13-4489-acdd-e259be5295b4
2020-08-18T00:58:51.354521Z,TW,,,,,,,ADFS,adfs,How to integrate ADFS from SaaS,344626217,,,344626217,cd4c9cb0-6bc5-434f-9f7c-3749e8a6121b
2020-08-18T01:02:11.359957Z,PH,,,,,,,update distribution list members,update distribution list members,Updating Global Address Book,21266655,,,21266655,a06c6519-67bc-4fbc-bf7d-b67198a822ba
2020-08-18T01:04:46.128309Z,PH,,,,,,,ivanti patch agent,ivanti patch agent,Requesting New Agent Login ID,21266656,,,21266656,7348a920-4622-4b27-b1bb-4ad72eb77d0b
2020-08-18T01:04:56.255015Z,PH,,,,,,,ivanti,ivanti,,,,,,7348a920-4622-4b27-b1bb-4ad72eb77d0b
2020-08-18T01:36:10.275133Z,PH,,,,,,,salesforce,salesforce,Sales Hub Info,386338253,,,386338253,22bdc1a0-7cd9-4abc-8d4e-2d52eaa1c795
2020-08-18T01:41:11.538525Z,TW,,,,,,,service account,service account,How to Change Service Acccount Password for Windows?,495193857,,,495193857,b8e554b2-e616-4702-8956-f33edd708f73
2020-08-18T01:58:38.296121Z,JP,,,,,,,ãƒˆãƒ©ãƒ–ãƒ«,ãƒˆãƒ©ãƒ–ãƒ«,,,,,,f4eccc98-7305-4edd-9f52-f027ed376db5
2020-08-18T01:58:52.132431Z,JP,,,,,,,ã‚ˆã‚ãš,ã‚ˆã‚ãš,,,,,,f4eccc98-7305-4edd-9f52-f027ed376db5
2020-08-18T02:03:04.400613Z,PH,,,,,,,kb,kb,,,,,,6f7139c6-1cf1-4678-9ea5-60d17a733384
2020-08-18T02:03:12.650178Z,PH,,,,,,,create kb,create kb,,,,,,6f7139c6-1cf1-4678-9ea5-60d17a733384
2020-08-18T02:04:30.350756Z,APAC,,,,,,,GDD,gdd,,,,,,2445a637-788e-470c-9234-058c0d5958e2
2020-08-18T02:04:33.258343Z,APAC,,,,,,,GSD,gsd,Global IT Contact Info,355647377,,,355647377,2445a637-788e-470c-9234-058c0d5958e2
2020-08-18T02:10:05.714705Z,TW,,,,,,,ipa locked,ipa locked,,,,,,4b99a892-dcff-46d4-bc66-551312956950
2020-08-18T02:10:42.838208Z,TW,,,,,,,ipa account is locked,ipa account is locked,,,,,,4b99a892-dcff-46d4-bc66-551312956950
2020-08-18T02:12:14.11566Z,TW,,,,,,,dcs,dcs,,,,,,4b99a892-dcff-46d4-bc66-551312956950
2020-08-18T02:22:21.302185Z,TW,,,,,,,distribution,distribution,Modify distribution list in MS outlook 2016,21266504,,,21266504,1f19c900-2722-4e18-b058-d54fe85d6e9c
2020-08-18T02:26:34.559335Z,CN,,,,,,,file a case,file a case,File a case,374901393,,,374901393,c324e9ff-14e1-47ff-91d1-3b39cc0782da
2020-08-18T02:31:34.052988Z,TW,,,,,,,"Hi, I would like to request a license for Microsoft OneDrive","hi, i would like to request a license for microsoft onedrive",Request for MSDN License and Other Licenses for Non-standard Applications,21266502,,,21266502,e13d8d48-3e9e-446e-ad2c-36bdbac9c725
2020-08-18T02:31:50.944483Z,TW,,,,,,,entrust,entrust,,,,,,4b79e810-2c49-4747-8539-f0aedfc09e41
2020-08-18T02:33:21.543288Z,CN,kevin_zhu,No,Nexus,Yes,,,Nexus,nexus,ETS Nexus Service Introduction,495194477,https://wiki.jarvis.trendmicro.com/display/ETSKF/ETS+Nexus+Service+Introduction,Services->Nexus Repository Manager->ETS Nexus Service Introduction,495194477,b7980481-7585-4fc6-8f70-6cc604702060
2020-08-18T02:36:39.376419Z,JP,,,,,,,permission,permission,[Microsoft]How to apply permission for MS APP,332682180,https://wiki.jarvis.trendmicro.com/display/ETSKF/%5BMicrosoft%5DHow+to+apply+permission+for+MS+APP,Services->Build Service->Code Sign Service->[Microsoft]How to apply permission for MS APP,332682180,976296fd-edff-4971-bf21-e74ac4631a81
2020-08-18T02:37:20.432721Z,JP,,,,,,,JP file permission,jp file permission,,,,,,976296fd-edff-4971-bf21-e74ac4631a81
2020-08-18T02:39:43.44535Z,PH,,,,,,,PRM,prm,,,,,,76010882-a434-41bd-b500-7ddab3d02cc5
2020-08-18T02:40:28.78888Z,CN,eddy_sun,No,VCM,Yes,,,p4,p4,Perforce Service,664317064,https://wiki.jarvis.trendmicro.com/display/ETSKF/Perforce+Service,Services->VCM Service->Perforce->Perforce Service,664317064,fb96a2c4-6ba6-4a78-9f34-a5b78a79eeb9
2020-08-18T02:42:51.861701Z,TW,,,,,,,duo,duo,MyToken/DUO: How to activate DUO account,204196427,,,204196427,67dfb57e-27e7-4f39-a3b3-520114f0b02a
2020-08-18T02:47:15.208437Z,PH,,,,,,,machine transport,machine transport,[PH-WFH] Machine Transport Request,605556991,,,605556991,a5308891-d8f6-491c-9a05-db328bb87afd
2020-08-18T02:47:39.4244Z,APAC,,,,,,,adc,adc,,,,,,f51d49e7-153a-4e0d-9fb1-cca9d2da0443
2020-08-18T02:54:17.184742Z,TW,,,,,,,"thanks, no more questions.","thanks, no more questions.",,,,,,85b14872-3e85-4d72-849e-87e7ba73f2b3
2020-08-18T02:59:42.479091Z,TW,,,,,,,duo,duo,MyToken/DUO: How to activate DUO account,204196427,,,204196427,88035f96-92f1-4460-8db7-d6bb016248a2
2020-08-18T03:12:45.94528Z,CN,cindy_ma,No,VCM,Yes,,,github,github,GitHub overview,664317108,https://wiki.jarvis.trendmicro.com/display/ETSKF/GitHub+overview,Services->VCM Service->GitHub EE->GitHub overview,664317108,62b7f854-c919-4f73-a12b-ef4568ee615c
2020-08-18T03:17:24.455511Z,TW,,,,,,,Modify DNS Record,modify dns record,How Do I Submit DNS Request?,21266703,,,21266703,517b0abd-b487-492b-bef0-440324bd3e74
2020-08-18T03:19:04.417332Z,APAC,,,,,,,case closure email,case closure email,,,,,,5d863bfb-c59d-4c5d-a282-7e6cf8c8bdd0
2020-08-18T03:21:49.180947Z,TW,,,,,,,dl,dl,Acronym Info,370935757,,,370935757,32b2529e-f894-4764-a30c-49b1ea6f183b
2020-08-18T03:25:50.008751Z,TW,,,,,,,dl,dl,Acronym Info,370935757,,,370935757,10b069fe-9b33-41cc-a35f-9c22126826b9
2020-08-18T03:27:40.079138Z,TW,,,,,,,DL,dl,Acronym Info,370935757,,,370935757,48356500-8ab8-4281-b3f5-c9851cb31fd9
2020-08-18T03:35:35.654531Z,TW,,,,,,,duo key,duo key,61. Github SSH Key Audit,554276556,https://wiki.jarvis.trendmicro.com/display/ETSKF/61.+Github+SSH+Key+Audit,Services->VCM Service->GitHub EE->GitHub Know-How->61. Github SSH Key Audit,554276556,85fb9ab6-f81d-423c-9ad6-ccd2ff3fe28d
2020-08-18T03:40:57.080066Z,APAC,,,,,,,Hi ðŸ‘‹,hi ðŸ‘‹,,,,,,836b870b-61dd-43b1-a6ab-e0ea1aef4acd
2020-08-18T03:41:15.934419Z,JP,,,,,,,hi,hi,,,,,,d4a0089c-b681-4528-b08f-a3f74f8f5892
2020-08-18T03:42:23.771495Z,TW,,,,,,,Zoom plug in,zoom plug in,Zoom : Using Microsoft Outlook Plugin,26411276,,,26411276,2e9edbba-527b-434b-b080-31f3e97625f6
2020-08-18T03:45:17.21817Z,PH,,,,,,,read only access to grid core db,read only access to grid core db,,,,,,58f9b8af-86ce-4267-9ff4-def6e107604a
2020-08-18T03:47:21.201191Z,PH,,,,,,,Equipment,equipment,PH BPM ITPR Info,391024492,,,391024492,3d3a2cd6-d6f9-4ce5-9ce7-7cde93c76402
2020-08-18T03:47:42.59522Z,PH,,,,,,,Rename distribution list,rename distribution list,Modify distribution list in MS outlook 2016,21266504,,,21266504,3d3a2cd6-d6f9-4ce5-9ce7-7cde93c76402
2020-08-18T03:47:44.24968Z,PH,,,,,,,request for tran,request for tran,,,,,,3d3a2cd6-d6f9-4ce5-9ce7-7cde93c76402
2020-08-18T03:48:05.298002Z,TW,,,,,,,zoom chatbot,zoom chatbot,What JARVIS can do?,393221073,,,393221073,2e9edbba-527b-434b-b080-31f3e97625f6
2020-08-18T03:48:07.082247Z,PH,,,,,,,transfer monitor,transfer monitor,How to Request for a Port Configuration?,21266679,,,21266679,3d3a2cd6-d6f9-4ce5-9ce7-7cde93c76402
2020-08-18T03:48:10.645795Z,NABU,,,,,,,ssl,ssl,Trend Micro SSL : FAQ,61247860,,,61247860,4d23774f-1e86-4d02-9fcf-42f7df06af86
2020-08-18T03:48:44.586343Z,PH,,,,,,,transfer monitor,transfer monitor,How to Request for a Port Configuration?,21266679,,,21266679,3d3a2cd6-d6f9-4ce5-9ce7-7cde93c76402
2020-08-18T03:48:53.350858Z,PH,,,,,,,reformat,reformat,[PH-WFH] Machine Transport Request,605556991,,,605556991,3d3a2cd6-d6f9-4ce5-9ce7-7cde93c76402
2020-08-18T03:49:26.194678Z,APAC,,,,,,,CLP,clp,,,,,,e507c9b6-82d4-4c98-905f-b3c9a2a5cbe2
2020-08-18T03:55:43.799294Z,APAC,,,,,,,distribution list,distribution list,Modify distribution list in MS outlook 2016,21266504,,,21266504,8f17d516-1651-4d23-97f5-a0162a74347d
2020-08-18T03:58:11.060257Z,PH,,,,,,,bpm portal,bpm portal,PH BPM ITPR Info,391024492,,,391024492,03fc09d8-ff7b-4d9f-8783-1cb55c9f9ae5
2020-08-18T03:58:38.852585Z,PH,,,,,,,asset,asset,PH Asset Info,391024480,,,391024480,03fc09d8-ff7b-4d9f-8783-1cb55c9f9ae5
2020-08-18T03:59:50.939918Z,PH,,,,,,,assets,assets,PH Asset Info,391024480,,,391024480,03fc09d8-ff7b-4d9f-8783-1cb55c9f9ae5
2020-08-18T04:00:20.453159Z,APAC,,,,,,,Rename distribution list,rename distribution list,Modify distribution list in MS outlook 2016,21266504,,,21266504,d11bb562-32de-45db-afe2-f43b545bcf48
2020-08-18T04:00:21.487125Z,APAC,,,,,,,distribution list,distribution list,,,,,,d11bb562-32de-45db-afe2-f43b545bcf48
2020-08-18T04:01:04.26203Z,PH,,,,,,,giss portal,giss portal,Global IT Contact Info,355647377,,,355647377,03fc09d8-ff7b-4d9f-8783-1cb55c9f9ae5
2020-08-18T04:01:08.428293Z,PH,,,,,,,giss portal,giss portal,Global IT Contact Info,355647377,,,355647377,03fc09d8-ff7b-4d9f-8783-1cb55c9f9ae5
2020-08-18T04:01:29.0871Z,PH,,,,,,,employee services portal,employee services portal,Summary List of ,613843905,,,613843905,03fc09d8-ff7b-4d9f-8783-1cb55c9f9ae5
2020-08-18T04:02:33.353262Z,TW,,,,,,,change DL external email,change dl external email,Modify distribution list in MS outlook 2016,21266504,,,21266504,0bb962dd-cfa2-4cf6-9ba2-561bcffa1723
2020-08-18T04:02:36.759637Z,PH,,,,,,,Certificate of employment,certificate of employment,PH 911 Info,391024285,,,391024285,4bb7e3cc-5505-4d4e-bc04-9722f0365a2f
2020-08-18T04:02:44.792756Z,PH,,,,,,,payslip,payslip,Summary List of ,613843841,,,613843841,4bb7e3cc-5505-4d4e-bc04-9722f0365a2f
2020-08-18T04:04:04.885459Z,PH,,,,,,,COE,coe,,,,,,4bb7e3cc-5505-4d4e-bc04-9722f0365a2f
2020-08-18T04:04:18.981008Z,PH,,,,,,,certificate of employment,certificate of employment,PH 911 Info,391024285,,,391024285,4bb7e3cc-5505-4d4e-bc04-9722f0365a2f
2020-08-18T04:12:30.433227Z,JP,,,,,,,VDI,vdi,Acronym Info,370935757,,,370935757,153303e2-c820-45a1-9d79-5c3d566b3510
2020-08-18T04:17:02.945284Z,TW,,,,,,,vmware player,vmware player,,,,,,cbcc8ebb-8a6c-4423-84d5-9b6c4f1672db
2020-08-18T04:17:36.562449Z,JP,,,,,,,sfdc,sfdc,JP SalesForce,370936608,,,370936608,7ae026ce-efad-4cca-b99d-b37430a8d7a9
2020-08-18T04:25:54.262951Z,JP,,,,,,,Rename distribution list,rename distribution list,JP system list,355644786,,,355644786,59ffaf4f-ddd8-4e93-8e17-85a4951edae3
2020-08-18T04:25:57.918729Z,JP,,,,,,,SFDC,sfdc,,,,,,59ffaf4f-ddd8-4e93-8e17-85a4951edae3
2020-08-18T04:26:02.00665Z,JP,,,,,,,SFDC,sfdc,JP SalesForce,370936608,,,370936608,59ffaf4f-ddd8-4e93-8e17-85a4951edae3
2020-08-18T04:27:03.805206Z,JP,,,,,,,adobe,adobe,Adobe License Info,365597841,,,365597841,d1066085-ba57-4fe7-9259-b478d9f28df5
2020-08-18T04:27:16.392635Z,JP,,,,,,,adobe experience,adobe experience,Adobe License Info,365597841,,,365597841,d1066085-ba57-4fe7-9259-b478d9f28df5
2020-08-18T04:43:37.563514Z,JP,,,,,,,asset transfer,asset transfer,Brand Corporate Identity Assets,355647150,,,355647150,a343d0cf-bf4b-4c28-8195-037f1bc79b47
2020-08-18T04:43:52.511587Z,JP,,,,,,,oa,oa,Acronym Info,370935757,,,370935757,a343d0cf-bf4b-4c28-8195-037f1bc79b47
2020-08-18T05:04:25.971042Z,PH,,,,,,,workbench,workbench,Requesting for new Skillset/Script,21266493,,,21266493,60b47f53-c149-4f1a-8605-10d93c4c3e79
2020-08-18T05:08:29.448122Z,PH,,,,,,,ivanti,ivanti,,,,,,d5f94f70-2a31-413c-b8ed-5f17a5e87e9e
2020-08-18T05:09:25.179971Z,PH,,,,,,,ivanti,ivanti,,,,,,d8f70672-4aed-4f1c-b775-a2501d7e2bc4
2020-08-18T05:10:14.160739Z,PH,,,,,,,workbench,workbench,Requesting for new Skillset/Script,21266493,,,21266493,433e7f4e-e53f-4094-a055-3495181d2bf2
2020-08-18T05:12:40.293291Z,TW,,,,,,,office 365,office 365,Office 365,365597939,,,365597939,5bd37aef-cf91-4ea4-a9dc-d02699325476
2020-08-18T05:12:41.150522Z,PH,,,,,,,tagging workbench,tagging workbench,Requesting for new Skillset/Script,21266493,,,21266493,240f7226-db02-463c-8a18-2298dd9504ee
2020-08-18T05:13:28.834109Z,PH,,,,,,,tag,tag,[PH-WFH] Machine Transport Request,605556991,,,605556991,240f7226-db02-463c-8a18-2298dd9504ee
2020-08-18T05:16:18.97152Z,CN,,,,,,,cas mysql,cas mysql,,,,,,b724a44e-7bfb-4ab4-b4e8-0931960f2305
2020-08-18T05:18:55.35584Z,TW,,,,,,,beta,beta,GitHub GEO Internal Beta,261105146,https://wiki.jarvis.trendmicro.com/display/ETSKF/GitHub+GEO+Internal+Beta,Services->VCM Service->GitHub EE->Github EE Geo- Replication Migration Plan->GitHub GEO Internal Beta,261105146,0c3995bc-414b-4ce0-a816-092293b64547
2020-08-18T05:19:16.595158Z,TW,,,,,,,beta au,beta au,,,,,,0c3995bc-414b-4ce0-a816-092293b64547
2020-08-18T05:20:33.263201Z,PH,,,,,,,ctd,ctd,,,,,,93187aca-6adc-456f-8da4-40a1bf4a7eed
2020-08-18T05:24:40.760285Z,PH,,,,,,,software license,software license,Request for MSDN License and Other Licenses for Non-standard Applications,21266502,,,21266502,774f4a78-36ce-44ce-a417-83b285a68323
2020-08-18T05:29:38.620427Z,PH,,,,,,,FIRSTNET,firstnet,,,,,,85dc85be-f07f-4a8a-8109-aa39c77c53d5
2020-08-18T05:29:41.84898Z,PH,,,,,,,FRSNET,frsnet,,,,,,85dc85be-f07f-4a8a-8109-aa39c77c53d5
2020-08-18T05:31:58.543715Z,TW,,,,,,,GIS,gis,Global IT Contact Info,355647377,,,355647377,a3aea850-7ce0-458a-8adf-487ffabb5d90
2020-08-18T05:32:47.85548Z,TW,,,,,,,"Employee Referral
Program","employee referral
program",Summary List of ,613843905,,,613843905,35ed4ee9-7e23-428c-9d86-7a294e9b76f2
2020-08-18T05:32:56.25944Z,TW,,,,,,,Employee Referral,employee referral,Summary List of ,613843905,,,613843905,35ed4ee9-7e23-428c-9d86-7a294e9b76f2
2020-08-18T05:33:02.285352Z,TW,,,,,,,REFERRAL,referral,ã€Qã€‘How to refer my friend to Trend Micro?,613843944,,,613843944,35ed4ee9-7e23-428c-9d86-7a294e9b76f2
2020-08-18T05:34:06.504382Z,PH,,,,,,,ivanti patch agent,ivanti patch agent,Requesting New Agent Login ID,21266656,,,21266656,e9957df8-c010-4960-a61a-d72587c901f3
2020-08-18T05:34:44.55024Z,PH,,,,,,,ivanti security controls agent,ivanti security controls agent,Requesting New Agent Login ID,21266656,,,21266656,e9957df8-c010-4960-a61a-d72587c901f3
2020-08-18T05:37:58.205076Z,PH,,,,,,,ivanti security control agent,ivanti security control agent,Requesting New Agent Login ID,21266656,,,21266656,f907142b-50c5-41fe-a4cf-8e6f2a77d176
2020-08-18T05:47:27.676764Z,TW,,,,,,,reinstall,reinstall,,,,,,a3be81bb-ee8a-4342-8e2a-cd08a093c127
2020-08-18T05:49:54.701532Z,PH,,,,,,,delivery,delivery,[PH-WFH] Machine Transport Request,605556991,,,605556991,2021bf4e-d2a8-43dd-bd7c-e805590b0ac4
2020-08-18T05:54:57.253739Z,APAC,,,,,,,machine transport,machine transport,How Do I Re-Install OS and Other Standard Applications,21266695,,,21266695,40a195b6-ba0e-4e18-89ed-62588e0ebfc2
2020-08-18T05:55:14.490427Z,TW,,,,,,,dl,dl,Acronym Info,370935757,,,370935757,45a788d6-4d2e-49a8-bfff-2adaf64e0910
2020-08-18T05:55:47.863897Z,APAC,,,,,,,machine transport request,machine transport request,How Do I Re-Install OS and Other Standard Applications,21266695,,,21266695,40a195b6-ba0e-4e18-89ed-62588e0ebfc2
2020-08-18T05:55:55.724119Z,PH,,,,,,,vpn,vpn,VPN/f5: How to install f5 client on Desktop\Laptop?,210179666,,,210179666,7c19c908-5717-4a2a-94fd-0ac53c74f750
2020-08-18T05:56:01.879284Z,APAC,,,,,,,PH-WFH,ph-wfh,[PH-WFH] Machine Transport Request,605556991,,,605556991,40a195b6-ba0e-4e18-89ed-62588e0ebfc2
2020-08-18T06:00:51.584032Z,PH,,,,,,,ivanti controls patch agent,ivanti controls patch agent,Requesting New Agent Login ID,21266656,,,21266656,ce21cdd6-6a01-4fcc-aa7b-e743df0620ae
2020-08-18T06:01:11.184928Z,JP,,,,,,,Zoom,zoom,JP ZOOM,365101606,,,365101606,304df77d-2ca9-4bfa-be34-efc4a987b275
2020-08-18T06:17:53.092594Z,TW,jerry_lee,No,VCM,Yes,,,github,github,GitHub overview,664317108,https://wiki.jarvis.trendmicro.com/display/ETSKF/GitHub+overview,Services->VCM Service->GitHub EE->GitHub overview,664317108,7bc3ef08-9ae1-4a82-a3f3-536e13e62a9d
2020-08-18T06:20:38.818646Z,TW,jerry_lee,No,VCM,No,,,add DL,add dl,Modify distribution list in MS outlook 2016,21266504,,,21266504,7bc3ef08-9ae1-4a82-a3f3-536e13e62a9d
2020-08-18T06:22:48.192977Z,TW,,,,,,,service account rename,service account rename,How to Change Service Acccount Password for Windows?,495193857,,,495193857,8df8a50e-0096-4b66-bf50-daf517577483
2020-08-18T06:29:34.310751Z,PH,,,,,,,grid,grid,,,,,,03b9d4b5-0ac8-4c5a-9c26-800ec7c9456f
2020-08-18T06:29:39.372136Z,CN,,,,,,,need to add someone to a DL,need to add someone to a dl,Modify distribution list in MS outlook 2016,21266504,,,21266504,350c8005-f93c-409a-8df8-abe2b268daf7
2020-08-18T06:30:25.964657Z,PH,,,,,,,f5 access for mobile,f5 access for mobile,How to Connect to BYOD Network in PH Office,21266498,,,21266498,0aaf68cb-a018-41ab-93be-392e12ff6ab9
2020-08-18T06:42:14.19475Z,TW,,,,,,,IPA,ipa,,,,,,6189977e-b118-4fe5-86d5-d711d07f88db
2020-08-18T07:04:43.929565Z,PH,,,,,,,who is john-ross hunt,who is john-ross hunt,,,,,,0289ac5f-f9ba-4ea9-9c71-24556eda91da
2020-08-18T07:06:17.577624Z,PH,,,,,,,Transfer DL to new owner,transfer dl to new owner,How to Request for a Port Configuration?,21266679,,,21266679,7baa4814-9448-44f5-a678-aff5e9e64210
2020-08-18T07:06:20.176416Z,PH,,,,,,,reports,reports,,,,,,7baa4814-9448-44f5-a678-aff5e9e64210
2020-08-18T07:07:49.659Z,PH,,,,,,,query,query,Hash Query,506736451,,,506736451,7baa4814-9448-44f5-a678-aff5e9e64210
2020-08-18T07:09:21.701028Z,CN,,,,,,,license,license,,,,,,94adf3d1-7b4f-4949-b38a-bd45ed82556d
2020-08-18T07:09:53.778193Z,PH,,,,,,,query,query,Hash Query,506736451,,,506736451,80cf230b-e1dd-4f12-87c3-4d3f3c11c5ae
2020-08-18T07:10:03.513811Z,PH,,,,,,,report,report,PH BPM ITPR Info,391024492,,,391024492,80cf230b-e1dd-4f12-87c3-4d3f3c11c5ae
2020-08-18T07:10:55.078621Z,Europe,,,,,,,This copyÂ  of microsoft office is not activated,this copyÂ  of microsoft office is not activated,How To Add Email Signature on Outlook,21266645,,,21266645,53483d56-903b-471a-9ce2-87987e6c3b30
2020-08-18T07:11:04.130613Z,CN,,,,,,,cas connect mysql,cas connect mysql,,,,,,5990c2f2-b77a-4854-a7f6-2505ec29c2c5
